Cluster,Instruction,ACTION,QUANTITY,UNIT,INGREDIENT,TOOL,TEMPERATURE,STATE,GARNISH
0,"In a blender, combine 8 oz coconut rum, the prepared fruits , a handful of ice, 500 mL raspberry yogurt, and 3 oz orange juice",combine,8 | 500 | 3,oz | ml | handful,orange juice | coconut rum | yogurt | ice,blender,,,raspberry
2,"Serve immediately, and garnish each glass with a halved passion fruit, if using",serve,,,passion,glass,,,
5,Double strain into a chilled cocktail glass and garnish with a strawberry and cucumber wheel,strain | double strain,,wheel,cucumber,cocktail glass,chilled,,strawberry
1,Stir the mixture a little to combine all the flavors,stir | combine,,,,,,,
5,Pour the Barolo Chinato into the drink and stir,pour | stir,,,,,,,
5,Garnish with Three Orange Twists,,,,orange,,,,
3,Express the orange peel over the drink and then place in the glass as garnish,place | express,,,orange,glass,,,
1,"Cut a notch in a lime wedge, then run it around the rim of a glass",rim | cut,,,,glass,,,lime wedge
0,Add apple schnapps and blue curacao to a cocktail shaker half-filled with ice,add,,,blue curacao | apple | ice,shaker,,,
3,Shake the mixture well to combine all the ingredients and chill the drink,shake | combine,,,,,,,
4,Garnish with fresh mint leaf and serve with a straw,serve,,,fresh mint,,,,
2,Cover the mixture and let it rest in the refrigerator overnight,rest,,,,,,,
3,"Place the lime, mint leaves, and berries in cocktail shaker",place,,,mint leaves | lime,shaker,,,
3,Pour up neat in a Martini glass with an orange twist,pour,,,,martini glass,,,orange twist
0,Follow with 5 drops of Tabasco sauce,,5,drops,tabasco sauce,,,,
1,Shake the mixture well until it’s fully chilled,shake,,,,,chilled,,
5,"Pour 1 oz vodka, 3 oz orange juice, and a splash of grenadine into the beer bottle",pour | splash,1 | 3,oz | splash,orange juice | vodka | beer | grenadine,bottle,,,
3,Garnish with whipped cream and a cherry,,,,,,,whipped,whipped cream | cherry
1,Lay celery sticks flat on a baking dish and pour the mix into the hollow side,pour | mix,,,,dish,,,celery
1,"This will make enough for 3 drinks, so multiply as desired! In a copper mug or glass, pour in the watermelon juice, vodka, lime juice, and ginger beer",pour | multiply,3,,watermelon juice | ginger beer | lime juice | vodka,copper mug | glass,,,
5,Muddle diced pear  in a shaker,muddle,,,pear,shaker,,iced,
0,"Seal and shake well, then refrigerate for 24 hours",shake | refrigerate,24,hours,,,,,
2,Garnish with a rubber duck and,,,,,,,,
5,Garnish with an edible white flower and/or a grapefruit twist,,,,grapefruit,,,,flower
2,"Add enough ice cream to achieve a thick, malt-like consistency",add,,,ice cream,,,,
1,Layer in the order given in a poussé-cafe glass or large shotglass,layer,,,,glass,hot,,
1,Pour in 2 oz Cream of coconut,pour,2,oz,coconut | cream,,,,
3,Shake well and strain into cocktail glass,shake | strain,,,,cocktail glass,,,
2,Agitate the jar every few days,,,,,jar,,,
1,Add limeade; stir to combine,add | stir | combine,,,,,,,
3,Add the rum and ice and stir to combine,add | stir | combine,,,rum | ice,,,,
3,Serve immediately and enjoy your Caribbean Kiss Cocktail!,serve,,,,,,,
0,Gently stir to combine the ingredients,stir | combine | gently stir,,,,,,,
5,Serve immediately and enjoy your Captain’s Coffee Cocktail!,serve,,,coffee,,,,
2,"Serve immediately and enjoy the smooth, elegant flavors of the Great Gatsby Cocktail",serve,,,,,,,
5,STEP 2,,2,,,,,,
1,Strain into prepared glass and garnish with celery stalk,strain,,,,glass,,,celery
5,Strain into a hurricane glass or snifter over crushed ice,strain,,,ice,hurricane glass,,crushed,
3,Muddle the Mint and Lemon Wedges with Sugar Syrup in a Shaker,muddle,,,sugar syrup | lemon,shaker,,,
3,Fill a shot glass with energy drink and set aside,fill | set aside,,shot,,shot glass,hot,,
3,"In a small saucepan, gently heat 60 ml of Irish cream and 60 ml of milk over low heat",heat,60,ml,irish cream | milk,saucepan,,,
5,"Add all ingredients, except soda, into Boston tin",add,,,,,,,
4,Pour over orange soda,pour,,,orange,,,,
3,"Add 1 to 2 oz of cinnamon schnapps, depending on your preference for spice",add,1 | 2,oz,cinnamon schnapps,,,,
3,Combine 700ml Johnnie Walker Gold and 100g unsalted butter,combine,700 | 100,,butter,,,,
4,"Peel the oranges and place the peels in a sealable container, then lightly muddle",place | muddle,,,,container,,,peel
5,Squeeze the juice of a quarter of an orange into the shaker as well,squeeze,,,orange,shaker,,,
4,Garnish with a lemon wheel and orange half-moon,,,wheel,orange,,,,lemon wheel
1,Strain into a chilled double rocks glass over a large piece of ice and garnish,strain,,piece,ice,rocks glass,chilled,,
2,Pour the mixture into a highball glass filled with ice,pour,,,ice,highball glass,,,
3,Strain the mix over ice in a serving glass,strain | mix,,serving,ice,glass,,,
0,"Shake all ingredients, except the pomegranate juice, with ice until well blended",shake,,,pomegranate juice | ice,,,,
1,"Strain into the prepared glass, and fill it with ice",strain | fill,,,ice,glass,,,
1,"In a wine goblet three-quarters filled with broken ice, pour 3 oz champagne, 0.5 oz orange liqueur, 0.5 oz lime juice, and 2 oz orange juice",pour,3 | 0.5 | 2,oz,orange liqueur | orange juice | lime juice | champagne | wine | ice,goblet,,,
3,Pour champagne into ice cube tray and freeze until solid,pour | freeze,,cube,champagne | ice,tray,,,
1,"Combine 1 cup of water, 1 cup of simple syrup, 1 cup of creme de menthe, 1/4 cup of white sugar, and 1/2 Tbsp. of xanthan gum in a blender and blend for 1 to 2 minutes",blend | combine,1 | 1/4 | 1/2 | 2,cup | tbsp | minutes,creme de menthe | simple syrup | sugar | water,blender | cup,,,
1,Sprinkle coconut flakes on top of the whipped cream,top,,,coconut,,,whipped,whipped cream
3,Add ice and stir again until well-chilled,add | stir,,,ice,,chilled,,
1,Top with hot red wine and drop in slice of blood orange,top | drop,,drop | slice,blood orange | red wine,,hot,,
2,"Garnish with a cinnamon stick, using it as a stirrer, and serve immediately",serve,,,,stirrer,,,cinnamon stick
4,Optional: Garnish the drink with a cherry or a twist of lemon for added flair and visual appeal,,,,lemon,,,,cherry
1,"Pour Fireball, peach liqueur, and grenadine in a shaker with ice",pour,,,peach | ice | grenadine,shaker,,,
1,Drop in strawberry slices and garnish with mango slices,drop,,drop | slices,strawberry | mango,,,,
2,"For a fancy touch, garnish with a sprinkle of ground nutmeg or a few coffee beans",,,,coffee,,,ground,nutmeg
3,Serve immediately and enjoy the smooth vodka grape delight,serve,,,vodka,,,,
2,Stir the mixture gently to combine all the flavors,stir | combine,,,,,,,
4,Pulse the contents of the first tin in a blender,,,,,blender,,,
5,Strain the apples out and store the infused gin in a new bottle,strain,,,gin,bottle,,infused,
1,Enjoy the Hot Toddy warm!,,,,,,hot | warm,,
4,"Serve immediately and enjoy the bold, savory flavors of the Bull’s Eye!",serve,,,,,,,
5,"Add the moonshine, brandy, mint leaves, and blueberry preserves, and fill the shaker with ice",add | fill,,,mint leaves | brandy | ice,shaker,,,blueberry
5,Strain the drink through the cocktail shaker top and the sieve to catch any large pieces of pulp or rosemary,strain | top,,pieces,,shaker,,,rosemary
5,In an ice filled shaking glass combine ingredients and shake,shake | combine,,,ice,glass,,,
2,Fill one shot glass with the straight tequila of your choice,fill,,shot,tequila,shot glass,hot,,
0,"In a cocktail shaker filled with ice, combine 2 oz brandy, 2 oz Advocaat liqueur, 1 tsp Arak, and a splash of grenadine syrup",combine | splash,2 | 1,oz | tsp | splash,grenadine syrup | brandy | ice,shaker,,,
3,Fill the remainder of the glass with chocolate milk,fill,,,chocolate | milk,glass,,,
4,"In a cocktail shaker filled with ice, combine 1.5 oz of blended whiskey, 0.5 oz of lemon juice, 1 tsp of superfine sugar, 1 tbsp of red port, and 1 egg white",combine,1.5 | 0.5 | 1,oz | tbsp | tsp,lemon juice | egg white | whiskey | port | sugar | ice,shaker,,,
4,"Add the first 3 ingredients to an ice-filled glass, then stir to combine",add | stir | combine,3,,ice,glass,,,
0,Shake the pan every 15 minutes to ensure even roasting,shake,15,minutes,,pan,,,
3,"Pour in 4 oz of your preferred energy soda, such as Red Bull",pour,4,oz,,,,,
5,"Pitcher :Place 1 ½ cups tequila, 2 cups apple cider, ¾ cup Triple Sec or Cointreau, and ¾ cup lime juice in a pitcher",place,1 | ½ | 2 | ¾,cup,lime juice | tequila | cointreau | apple | triple | sec | cider,pitcher | cup,,,
4,Drop the Sugar Cube into a Champagne Flute and add the drops of Rose Water,add | drop,,drop | cube,rose water | champagne | sugar,champagne flute,,,
5,"Stir until cold, then strain into a Nick & Nora glass",strain | stir,,,,glass,cold,,
4,"Add the Irish cream liqueur, Irish whiskey, vintage Port, egg, simple syrup and bitters into a shaker with ice and shake until well-chilled",add | shake,,,irish whiskey | cream liqueur | simple syrup | port | ice | egg,shaker,chilled,,
3,Place a mug in the sink or on a plate,place,,,,mug | plate,,,
5,"Remove from heat, cool, strain into a bottle and refrigerate for up to 2 weeks",strain | heat | refrigerate | cool,2,,,bottle,,,
0,Garnish with lime wheel or green apple slices,,,slices | wheel,apple,,,,lime wheel
1,Top with cream to taste,top | taste,,,cream,,,,
1,"Pour in spiced rum, coconut rum, pineapple juice, lime juice, and blue curaçao",pour,,,pineapple juice | coconut rum | spiced rum | lime juice,,,iced,
4,Add all the ingredients to a heat-proof glass,add | heat,,,,glass,,,
1,"In a separate blender, combine frozen peaches, ice, Grand Marnier, lime juice, orange juice, and agave syrup",combine | separate,,,grand marnier | orange juice | agave syrup | lime juice | ice,blender,,frozen,
2,Serve by dropping shot glass into pint,serve,,shot | pint,,shot glass,hot,,
3,Strain into an ice-filled cocktail glass and top with ginger beer,strain | top,,,ginger beer | ice,cocktail glass,,,
0,Add 3g lightly crush peppercorns and keep over heat for 25 minutes stirring occasionally,add | heat | crush,3 | 25,minutes,,,,,
5,Rim the edge of your glass with blue sugar,rim,,,sugar,glass,,,
0,"Before mixing the drink, chill a cocktail glass to ensure your Cosmo Katie is served at the perfect temperature",,,,,cocktail glass,,,
0,"For frozen version, blend in blender with 3-4 oz ice",blend,3 | 4,oz,ice,blender,,frozen,
1,Shake all the ingredients except for the beer,shake,,,beer,,,,
1,Decorate with the pineapple chunks and the strawberries and serve,serve,,chunks,pineapple,,,,
1,Fill the mug almost to the top with freshly brewed coffee,top | fill,,,coffee,mug,,,
4,Strain into a wine glass over fresh ice and add Lambrusco,add | strain,,,wine | ice,wine glass,,,
0,Strain into Irish Coffee glass,strain,,,coffee,glass,,,
0,Blend the ingredients for each layer in a blender with ice and pulse until smooth,blend | layer,,,ice,blender,,,
5,Serve immediately and enjoy the fruity apple rum delight,serve,,,rum | apple,,,,
4,"Dump excess liqueur in the sink .Add sugar, water, and bitters to the glass, stirring to dissolve",add | dissolve,,,sugar | water,glass,,,
1,"Add 1.5 cups grain alcohol, 6 drops anise extract, 2 drops vanilla extract, and 2-3 drops yellow food coloring",add,1.5 | 6 | 2 | 3,cups | drops,vanilla extract | anise,,,,
0,"In a shaker filled with ice, combine 2 oz vanilla vodka, 2 oz chocolate liqueur, and 2 oz white chocolate liqueur",combine,2,oz,chocolate liqueur | vanilla vodka | ice,shaker,,,
2,Add all ingredients in a mixing glass and fill with ice,add | fill,,,ice,glass,,,
0,Serve immediately and enjoy your DigRat Pokemon Cocktail,serve,,,,,,,
5,Chill the mixture in the refrigerator until cold,,,,,,cold,,
4,Garnish with edible flowers,,,,,,,,edible flowers
2,"In a shaker glass filled with ice, pour 1 oz of white rum, 1 oz of coconut rum, 1 oz of banana liqueur, a splash of cranberry juice, and a splash of apple juice",pour | splash,1,oz | splash,cranberry juice | banana liqueur | coconut rum | apple juice | white rum | ice,glass | shaker,,,
0,"In a cocktail shaker filled with cracked ice, combine 1 oz of licorice liqueur, 0.5 oz of dark rum, 1.5 oz of blended whiskey, and 1 oz of cream",combine,1 | 0.5 | 1.5,oz,licorice liqueur | dark rum | whiskey | cream | ice,shaker,,,
0,Pour 1.5 oz of Orange juice into shaking glass,pour,1.5,oz,orange juice,glass,,,
5,Let dry,,,,,,,,
3,Add all ingredients to mixing glass with ice,add,,,ice,glass,,,
2,Pour sambuca half way into shot glass,pour,,shot,sambuca,shot glass,hot,,
2,Begin by placing 3 oz of whipped cream in your glass,,3,oz,,glass,,whipped,whipped cream
2,Shake the mixture thoroughly to chill and combine the ingredients,shake | combine,,,,,,,
5,Add a splash  of pineapple juice on top,add | top | splash,,splash,pineapple juice,,,,
4,"Vanilla Syrup: Cut 1 vanilla bean in half, lengthwise, and use the dull side of the knife to remove the seeds",cut,1,,vanilla syrup | vanilla,knife,,,
4,Garnish with a sprinkle of nutmeg,,,,,,,,nutmeg
4,Shake all ingredients with ice and strain into a chilled glass; garnish,shake | strain,,,ice,glass,chilled,,
5,Strain into the prepared glass and garnish with an expressed and discarded lemon twist,strain,,,,glass,,,lemon twist
1,"Pour Peach Schnapps, Vodka and Irish Cream into cocktail shaker and shake with ice",pour | shake,,,peach schnapps | irish cream | vodka | ice,shaker,,,
1,Garnish with the pineapple wedge and maraschino cherry,,,,,,,,pineapple wedge | maraschino cherry
1,"Combine all ingredients, stir, serve over ice",stir | combine | serve,,,ice,,,,
1,Garnish with an olive or a lemon twist,,,,,,,,lemon twist | olive
5,Add 4 oz of triple sec to the container,add,4,oz,triple | sec,container,,,
5,Pack the onions into a sanitized canning jar or a large food-safe plastic storage container,pack,,,,container | jar,,,
4,Add the chocolate liqueur and Baileys to a cocktail shaker filled most of the way with ice and shake for about 20 seconds,add | shake,20,seconds,chocolate liqueur | baileys | ice,shaker,,,
4,"Blanch 1 1/2 oz. of tarragon leaves  for 15 seconds in boiling water, then transfer the leaves to an ice bath",transfer,1 1/2 | 15,oz | seconds,tarragon | ice | water,,,boiling,
4,Garnish with a lime wheel for a zesty finish,,,wheel,,,,,lime wheel
3,Enjoy your Cinnamon Stick Cocktail over ice if desired,,,,ice,,,,cinnamon stick
2,"Add 1 oz cream to the mixture, stir gently",add | stir,1,oz,cream,,,,
1,"Pitcher :Place 2 cups vodka, 1 cup Triple Sec, ¾ cup lime juice, and ½ cup orange juice in a pitcher",place,2 | 1 | ¾ | ½,cup,orange juice | lime juice | vodka | triple | sec,pitcher | cup,,,
5,Pour 1 part Vodka into shaking glass,pour,1,part,vodka,glass,,,
5,"Pour 1.5 oz banana liqueur, 1.5 oz butterscotch schnapps, and 3.5 oz milk into a cocktail shaker filled with ice",pour,1.5 | 3.5,oz,butterscotch schnapps | banana liqueur | milk | ice,shaker,,,
